edge_underdog,confidence_favorite,confidence_underdog,favorite_odds_cap,underdog_odds_cap,n_bets,n_fav,n_ud,pnl,roi,accuracy,score
0.12,0.525,0.52,-325,300,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.12,0.55,0.53,-300,240,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.12,0.55,0.53,-300,220,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.12,0.55,0.53,-300,200,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.1,0.55,0.53,-400,360,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.1,0.55,0.53,-400,380,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.1,0.55,0.53,-400,400,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.12,0.525,0.52,-325,320,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.04,0.55,0.53,-325,400,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.04,0.55,0.53,-325,380,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.04,0.55,0.53,-325,360,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.12,0.525,0.52,-325,360,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.12,0.525,0.52,-325,400,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.1,0.525,0.5,-325,240,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.12,0.525,0.52,-350,200,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.12,0.525,0.52,-350,220,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.12,0.525,0.52,-350,240,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.12,0.525,0.52,-350,260,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.12,0.525,0.52,-350,280,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.04,0.55,0.53,-325,340,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.12,0.525,0.52,-350,300,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.12,0.525,0.52,-350,320,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.12,0.525,0.52,-350,340,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.12,0.525,0.52,-350,360,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.12,0.525,0.52,-350,380,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.12,0.525,0.52,-350,400,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.12,0.525,0.52,-375,200,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.12,0.525,0.52,-375,220,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.12,0.55,0.53,-300,260,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.12,0.55,0.53,-300,280,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.12,0.55,0.53,-300,300,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.12,0.55,0.53,-300,320,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.03,0.525,0.51,-325,200,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.03,0.525,0.51,-325,220,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.12,0.55,0.53,-350,300,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.12,0.55,0.53,-350,280,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.12,0.55,0.53,-350,260,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.12,0.55,0.53,-350,240,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.12,0.55,0.53,-350,220,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.12,0.55,0.53,-350,200,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.12,0.55,0.53,-325,400,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.12,0.55,0.53,-325,380,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.12,0.55,0.51,-375,200,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.12,0.55,0.51,-375,220,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.12,0.55,0.51,-375,240,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.12,0.55,0.53,-325,360,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.12,0.55,0.53,-325,340,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.12,0.55,0.53,-325,320,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.12,0.55,0.53,-325,300,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.12,0.55,0.53,-325,280,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.12,0.55,0.53,-325,260,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.12,0.55,0.53,-325,240,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.12,0.55,0.53,-325,220,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.12,0.55,0.51,-400,200,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.12,0.55,0.51,-400,220,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.12,0.55,0.51,-400,240,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.12,0.55,0.53,-325,200,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.12,0.55,0.53,-300,400,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.12,0.55,0.53,-300,380,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.12,0.55,0.53,-300,360,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.12,0.55,0.53,-300,340,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.1,0.55,0.53,-325,240,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.1,0.55,0.53,-325,260,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.1,0.55,0.53,-325,280,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.02,0.55,0.53,-375,340,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.12,0.525,0.51,-400,200,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.12,0.525,0.51,-400,220,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.12,0.525,0.51,-400,240,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.02,0.55,0.53,-350,340,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.02,0.55,0.53,-350,360,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.02,0.55,0.53,-350,380,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.02,0.55,0.53,-350,400,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.02,0.55,0.53,-375,200,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.02,0.55,0.53,-375,220,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.02,0.55,0.53,-375,240,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.02,0.55,0.53,-375,260,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.02,0.55,0.53,-375,280,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.02,0.55,0.53,-375,300,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.02,0.55,0.53,-375,320,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.02,0.55,0.53,-375,360,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.12,0.525,0.51,-375,220,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.02,0.55,0.53,-375,380,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.02,0.55,0.53,-375,400,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.02,0.55,0.53,-400,200,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.02,0.55,0.53,-400,220,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.02,0.55,0.53,-400,240,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.02,0.55,0.53,-400,260,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.02,0.55,0.53,-400,280,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.02,0.55,0.53,-400,300,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.02,0.55,0.53,-400,320,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.02,0.55,0.53,-400,340,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.02,0.55,0.53,-400,360,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.02,0.55,0.53,-400,380,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.02,0.55,0.53,-400,400,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.03,0.55,0.53,-300,200,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.12,0.525,0.51,-375,240,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.12,0.525,0.51,-375,200,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.03,0.55,0.53,-300,240,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.12,0.525,0.51,-325,200,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.1,0.55,0.53,-350,200,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.14,0.55,0.51,-400,240,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.04,0.55,0.53,-400,380,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.04,0.55,0.53,-400,400,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.02,0.55,0.53,-350,240,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.02,0.55,0.53,-350,260,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.02,0.55,0.53,-350,280,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.02,0.55,0.53,-350,300,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.02,0.55,0.53,-350,320,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.12,0.525,0.51,-300,240,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.07,0.525,0.51,-300,200,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.07,0.525,0.51,-300,220,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.07,0.525,0.51,-300,240,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.1,0.55,0.53,-375,400,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.12,0.525,0.51,-325,220,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.14,0.525,0.52,-400,400,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.12,0.525,0.51,-325,240,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.1,0.55,0.53,-400,200,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.1,0.55,0.53,-400,220,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.1,0.55,0.53,-400,240,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.1,0.55,0.53,-400,260,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.1,0.55,0.53,-400,280,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.14,0.525,0.52,-400,300,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.14,0.525,0.52,-400,320,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.14,0.525,0.52,-400,340,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.12,0.525,0.51,-350,200,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.12,0.525,0.51,-350,220,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.12,0.525,0.51,-350,240,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.14,0.525,0.52,-400,360,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.14,0.525,0.52,-400,380,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.03,0.55,0.53,-300,220,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.03,0.55,0.53,-300,260,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.05,0.525,0.51,-300,240,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.0,0.55,0.53,-400,220,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.07,0.525,0.51,-375,220,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.07,0.525,0.51,-375,240,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.07,0.525,0.51,-400,200,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.07,0.525,0.51,-400,220,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.07,0.525,0.51,-400,240,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.0,0.55,0.53,-400,400,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.0,0.55,0.53,-400,380,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.0,0.55,0.53,-400,360,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.0,0.55,0.53,-400,340,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.0,0.55,0.53,-400,320,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.0,0.55,0.53,-400,300,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.0,0.55,0.53,-400,280,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.0,0.55,0.53,-400,260,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.0,0.55,0.53,-400,240,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.0,0.55,0.53,-400,200,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.07,0.525,0.51,-350,240,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.0,0.55,0.53,-375,400,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.0,0.55,0.53,-375,380,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.0,0.55,0.53,-375,360,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.0,0.55,0.53,-375,340,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.0,0.55,0.53,-375,320,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.07,0.525,0.52,-300,200,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.07,0.525,0.52,-300,220,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.07,0.525,0.52,-300,240,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.07,0.525,0.52,-300,260,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.07,0.525,0.52,-300,280,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.03,0.55,0.53,-350,400,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.03,0.55,0.53,-375,200,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.03,0.55,0.53,-375,220,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.05,0.525,0.51,-300,200,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.07,0.525,0.51,-375,200,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.07,0.525,0.51,-350,220,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.03,0.55,0.53,-300,280,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.03,0.55,0.53,-325,360,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.03,0.55,0.53,-300,300,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.03,0.55,0.53,-300,320,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.03,0.55,0.53,-300,340,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.03,0.55,0.53,-300,360,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.03,0.55,0.53,-300,380,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.03,0.55,0.53,-300,400,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.03,0.55,0.53,-325,200,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.03,0.55,0.53,-325,220,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.03,0.55,0.53,-325,240,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.03,0.55,0.53,-325,260,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.03,0.55,0.53,-325,280,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.03,0.55,0.53,-325,300,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.03,0.55,0.53,-325,320,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
0.03,0.55,0.53,-325,340,18,14,4,-1.1917559432954805,-6.620866351641558,55.55555555555556,7.890456824333891
